QKEY,XVET_W48.5,DEVICE_TYPE_W48.5,LANG_W48.5,SERVEDACS_W48.5,ERAACS_1_W48.5,ERAACS_2_W48.5,ERAACS_3_W48.5,ERAACS_4_W48.5,ERAACS_5_W48.5,ERAACS_6_W48.5,ERAACS_7_W48.5,ERAACS_8_W48.5,ERAACS_9_W48.5,LASTERA_W48.5,BRANCH_1_W48.5,BRANCH_2_W48.5,BRANCH_3_W48.5,BRANCH_4_W48.5,BRANCH_5_W48.5,BRANCH_6_W48.5,BRANCH_7_W48.5,BRANCH_8_W48.5,BRANCH_9_W48.5,BRANCH_10_W48.5,BRANCH_11_W48.5,BRANCH_12_W48.5,BRANCH_97_W48.5,ACTIVATED_W48.5,E2MOD_W48.5,E3MOD_W48.5,SATLIFEa_W48.5,SATLIFEb_W48.5,SATLIFEc_W48.5,SATLIFEd_W48.5,SATLIFEe_W48.5,TRUMPCMD_W48.5,TRUMPCMD2_W48.5,TRUMPVET_W48.5,MILBUDGET_W48.5,TRUMPMIL_W48.5,TRUMPTRSTa_W48.5,TRUMPTRSTb_W48.5,TRUMPRELY_W48.5,TRUMPAPPROVa_W48.5,TRUMPAPPROVb_W48.5,TRUMPAPPROVc_W48.5,IRAQWRTH_W48.5,AFGHANWRTH_W48.5,SYRIAWRTH_W48.5,MILCIV_REASK,MILCIVa_W48.5,MILCIVb_W48.5,MILCIVc_W48.5,MILCIVd_W48.5,MILCIVe_W48.5,MILCIVf_W48.5,MILCIVg_W48.5,MILCIVh_W48.5,MILCIVi_W48.5,MILPOLICYa_W48.5,MILPOLICYb_W48.5,MILPOLICYc_W48.5,MILPOLICYd_W48.5,JOIN_W48.5,YEARSERV_W48.5,RANK_W48.5,SERVIRAQ_W48.5,SERVAFGHAN_W48.5,MARRACTIV_W48.5,PARACTIV_W48.5,FAMNEEDS_W48.5,DEPLOY_W48.5,IMPCTDEPLOY_REASK,IMPCTDEPLOYa_W48.5,IMPCTDEPLOYb_W48.5,IMPCTDEPLOYc_W48.5,IMPCTDEPLOYd_W48.5,COMBAT_W48.5,COMBATEXPa_W48.5,COMBATEXPb_W48.5,COMBATEXPc_W48.5,COMBATEXPd_W48.5,COMBATRSLTa_W48.5,COMBATRSLTb_W48.5,COMBATRSLTc_W48.5,COMBATRSLTd_W48.5,INJURED_W48.5,KNOWINJURED_W48.5,KNOWKILLED_W48.5,MILTRAIN_W48.5,MILTOCIV_W48.5,CIVADJ_W48.5,VAJOB_W48.5,VABENEFITS_W48.5,GOVHELP_W48.5,CIVADJPROBa_W48.5,CIVADJPROBb_W48.5,CIVADJPROBc_W48.5,CIVADJPROBd_W48.5,CIVADJPROBe_W48.5,CIVADJISSa_W48.5,CIVADJISSb_W48.5,CIVADJISSc_W48.5,CIVADJISSd_W48.5,CIVADJISSe_W48.5,UPDOWN_W48.5,WORKUPDOWN_W48.5,HADJOB_W48.5,LOOKJOB_W48.5,SCHOOL_W48.5,MILJOBSKILLS_W48.5,FINDJOB_W48.5,JOBQUAL_W48.5,FIRSTJOB_W48.5,MILHELPJOB_REASK,MILHELPJOB_W48.5,TRAUMA1_W48.5,TRAUMA2_W48.5,TRAUMA3_W48.5,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_VET1,WEIGHT_GP,WEIGHT_VET
2612,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,1,1,99,1,1,4,4,3,99,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,1,3,2,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,2,1,3,NA,4,NA,NA,NA,1.3120416916,NA
2613,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,1,1,6,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,7,1,NA,3,NA,NA,NA,0.8032527896,NA
2614,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,3,1,3,1,3,1,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,2,2,4,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,8,1,NA,2,NA,NA,NA,0.9391546624,NA
2616,2,1,9,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,2,2,2,2,1,2,2,1,1,3,4,3,2,2,2,2,1,2,1,2,2,2,2,1,3,99,1,1,4,1,3,3,1,2,4,2,2,2,2,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,2,3,2,2,2,2,1,1,2,2,3,4,2,2,1,1,3,2,3,1,NA,NA,NA,NA,1,NA,2,2,2,NA,4,1,1,2,4,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,3,3,NA,3,NA,NA,NA,NA,1.3002030232
2617,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,3,3,2,2,3,2,2,2,1,1,2,1,1,1,1,2,3,1,1,3,1,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,2,3,2,2,NA,4,NA,NA,1,NA,NA,NA,1,NA,1,8,1,NA,2,NA,NA,NA,1.4223900438,NA
2619,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,4,1,2,4,4,2,4,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,1,2,3,1,NA,3,NA,NA,1,NA,NA,NA,3,2,2,8,1,NA,2,NA,NA,1,0.7491686585,NA
2627,2,3,9,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,3,3,2,2,NA,2,2,1,1,1,3,1,1,1,3,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,4,1,1,1,1,2,3,1,3,3,3,3,1,99,1,99,99,1,1,1,1,2,1,1,2,3,3,2,1,3,2,2,2,2,2,1,2,2,2,2,2,NA,1,NA,3,2,NA,3,3,1,5,99,99,99,NA,1,4,2,2,3,2,NA,1,NA,NA,5,NA,NA,NA,3,1,1,4,2,NA,2,NA,NA,NA,NA,0.0447570614
2631,2,3,10,4,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,2,2,4,1,3,4,4,2,4,4,4,2,2,2,1,1,3,3,3,1,3,1,3,3,4,4,1,4,1,5,4,2,2,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,2,3,1,1,1,1,1,3,1,1,3,2,2,2,2,2,4,4,2,1,2,1,NA,2,2,2,1,1,3,3,1,1,2,1,1,NA,4,4,1,3,2,1,NA,3,NA,NA,1,NA,NA,NA,2,NA,2,4,2,NA,4,NA,NA,NA,NA,0.2626027556
2632,2,1,9,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,3,1,3,3,1,3,2,2,1,4,1,1,2,1,2,1,3,1,1,1,3,3,1,1,1,2,1,2,1,1,1,4,2,2,2,2,2,3,1,3,2,2,2,2,2,2,4,2,1,4,1,NA,2,2,1,2,2,1,2,1,5,1,2,2,NA,4,2,2,1,5,1,NA,3,NA,NA,1,NA,NA,NA,1,NA,1,9,1,NA,1,NA,NA,NA,NA,0.1006397741
2637,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,4,3,2,3,4,2,4,4,3,1,1,1,2,3,3,3,3,3,3,3,3,3,4,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,3,2,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,6,2,NA,2,NA,NA,NA,1.0726418289,NA
2640,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,4,2,2,4,4,2,4,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,2,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,1,3,2,2,NA,1,NA,NA,1,NA,NA,NA,3,1,1,5,2,NA,1,NA,NA,NA,0.7216446304,NA
2642,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,1,4,3,2,4,4,2,4,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,2,3,1,2,NA,4,NA,NA,6,NA,NA,NA,3,2,2,7,1,NA,2,NA,NA,NA,0.5352013849,NA
2643,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,1,1,1,2,3,1,2,2,2,2,2,2,99,99,1,2,1,1,1,2,1,2,1,1,1,99,2,99,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,1,2,3,2,NA,1,NA,NA,5,NA,NA,NA,1,NA,1,6,2,NA,1,NA,NA,1,0.8799594373,NA
2648,2,3,9,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,1,2,3,2,1,1,1,2,2,2,2,3,2,2,4,1,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,4,1,3,1,1,2,1,2,1,1,3,2,1,2,1,2,3,1,1,1,1,2,1,3,1,2,4,1,1,3,2,3,3,1,2,2,2,2,2,2,2,4,2,1,2,1,4,1,NA,3,1,NA,3,3,1,5,1,2,2,NA,2,3,1,2,3,2,NA,1,NA,NA,5,NA,NA,NA,3,1,1,6,2,NA,3,NA,NA,NA,NA,0.3184488644
2650,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,3,3,2,1,3,1,2,3,3,2,4,4,3,2,2,2,1,1,1,1,2,1,1,1,1,2,4,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,2,3,2,2,NA,1,NA,NA,3,NA,NA,NA,3,2,2,1,3,NA,3,NA,NA,NA,1.167310019,NA
2651,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,1,4,1,2,2,3,1,99,3,3,2,2,2,1,1,1,1,1,3,1,3,3,1,3,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,1,3,2,2,NA,2,NA,NA,6,NA,NA,NA,2,NA,2,1,3,NA,3,NA,NA,NA,1.9028034803,NA
2652,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,1,2,1,3,1,2,2,3,2,1,2,2,2,2,1,1,1,3,3,3,3,1,3,3,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,1,6,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,8,1,NA,2,NA,NA,NA,0.7318257802,NA
2655,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,2,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,1,1,5,2,NA,1,NA,NA,6,NA,NA,NA,1,NA,1,8,1,NA,2,NA,NA,NA,0.5513935374,NA
2660,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,3,2,1,2,3,2,3,2,2,2,4,2,3,1,1,1,1,1,3,1,3,3,1,3,3,3,3,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,1,3,1,2,NA,2,NA,NA,1,NA,NA,NA,1,NA,1,5,2,NA,3,NA,NA,NA,1.0690755569,NA
2663,2,1,9,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,1,NA,3,3,2,2,3,1,2,3,3,2,4,3,3,1,2,1,1,1,1,1,3,2,1,3,1,2,3,4,2,4,1,2,4,2,2,1,2,4,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,4,4,2,1,3,1,1,1,1,1,2,1,3,2,1,3,NA,2,2,1,1,1,1,1,1,5,1,1,1,NA,3,2,2,1,5,2,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,6,2,NA,3,NA,NA,NA,NA,0.5306004292
2673,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,NA,2,2,2,1,4,1,2,3,4,2,4,4,4,1,1,2,1,1,1,1,3,1,1,1,1,1,4,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,4,2,2,3,2,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,5,2,NA,2,NA,NA,NA,1.3542987671,NA
2674,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,2,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,1,3,3,1,3,1,3,2,3,4,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,1,1,5,2,NA,1,NA,NA,1,NA,NA,NA,3,2,2,9,1,NA,5,NA,NA,NA,0.8216875682,NA
2675,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,2,2,2,3,3,2,3,2,3,2,3,2,2,2,1,2,3,1,3,3,3,1,3,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,1,5,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,9,1,NA,3,NA,NA,NA,0.6460289992,NA
2676,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,1,1,2,2,1,1,3,4,4,3,2,4,4,2,2,2,1,2,2,2,2,3,2,3,2,2,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,1,1,6,2,NA,1,NA,NA,6,NA,NA,NA,3,1,1,99,99,NA,2,NA,NA,1,1.4272916599,NA
2683,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,1,3,1,1,1,3,1,1,1,2,2,1,1,1,3,3,3,1,3,3,3,3,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,1,5,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,9,1,NA,1,NA,NA,NA,0.9850114112,NA
2684,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,3,2,2,4,4,2,4,4,4,2,2,2,1,1,3,1,1,1,1,3,2,2,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,2,2,4,2,NA,4,NA,NA,3,NA,NA,NA,3,2,2,5,2,NA,4,NA,NA,NA,0.5452507944,NA
2685,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,3,2,2,1,4,1,2,4,4,2,4,4,4,1,2,2,1,1,1,1,1,1,1,1,2,2,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,2,1,6,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,7,1,NA,4,NA,NA,NA,0.8589246384,NA
2687,1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,3,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,1,3,3,1,3,3,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,4,2,3,1,2,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,4,2,NA,2,NA,NA,NA,0.893741076,NA
2692,2,3,9,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,3,1,1,2,2,2,1,1,1,2,3,1,2,1,3,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,3,1,3,2,1,1,5,3,2,2,1,1,2,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,2,2,2,1,3,2,2,2,2,2,3,1,1,1,3,1,1,2,1,1,2,1,2,1,1,2,2,2,2,NA,2,3,1,2,4,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,9,1,NA,2,NA,NA,NA,NA,0.0973033773
2699,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,2,4,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,3,1,2,NA,2,NA,NA,2,NA,NA,NA,2,NA,2,1,3,NA,2,NA,NA,NA,1.2845015009,NA
2702,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,2,2,2,2,4,3,3,4,4,3,4,4,4,2,99,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,2,3,2,2,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,3,3,NA,3,NA,NA,NA,1.4161195689,NA
2704,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,NA,3,3,99,NA,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,3,2,2,99,99,99,99,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,4,NA,NA,6,NA,NA,NA,4,99,9,1,3,NA,99,NA,NA,NA,0.5049913338,NA
